emotion1,emotion2,similarity
amusement,fear,1.0
amusement,disgust,1.025
joy,disgust,1.0166666666666666
neutral,sadness,1.0
tenderness,anger,1.0083333333333333
tenderness,disgust,1.0
joy,inspiration,4.016666666666667
inspiration,fear,1.0
tenderness,joy,4.983333333333333
fear,disgust,4.008333333333333
fear,anger,4.033333333333333
neutral,fear,1.025
amusement,neutral,1.025
joy,sadness,1.0
joy,neutral,1.0
amusement,sadness,1.0
sadness,disgust,3.033333333333333
tenderness,inspiration,5.0
inspiration,sadness,1.0
tenderness,amusement,2.9833333333333334
tenderness,sadness,1.0166666666666666
joy,amusement,7.008333333333333
joy,anger,1.0
tenderness,neutral,3.966666666666667
sadness,fear,6.058333333333334
inspiration,disgust,1.0
inspiration,anger,1.0166666666666666
inspiration,amusement,2.9833333333333334
inspiration,neutral,3.958333333333333
amusement,anger,1.0083333333333333
tenderness,fear,1.0
joy,fear,1.0
sadness,anger,5.033333333333333
disgust,anger,4.008333333333333
neutral,anger,2.0083333333333333
neutral,disgust,2.05
