emotion1,emotion2,similarity
amusement,sadness,1.3916666666666666
joy,inspiration,6.866666666666667
joy,anger,4.5
tenderness,fear,1.125
joy,disgust,3.416666666666667
tenderness,disgust,3.3
inspiration,disgust,2.158333333333333
joy,sadness,3.3583333333333334
tenderness,neutral,5.016666666666667
amusement,fear,2.5166666666666666
sadness,anger,7.208333333333334
tenderness,amusement,5.716666666666667
fear,anger,6.233333333333333
sadness,fear,5.783333333333333
tenderness,joy,7.225
inspiration,neutral,5.0
tenderness,sadness,6.116666666666667
disgust,anger,5.633333333333333
neutral,disgust,5.016666666666667
tenderness,inspiration,5.908333333333333
inspiration,amusement,7.241666666666667
joy,neutral,4.991666666666667
amusement,anger,5.541666666666667
neutral,sadness,5.0
inspiration,anger,6.733333333333333
sadness,disgust,3.833333333333333
joy,amusement,7.541666666666666
inspiration,sadness,5.608333333333333
neutral,anger,5.0
neutral,fear,5.016666666666667
amusement,disgust,2.966666666666667
amusement,neutral,5.025
fear,disgust,6.2
tenderness,anger,3.725
joy,fear,2.125
inspiration,fear,5.191666666666666
