emotion1,emotion2,similarity
neutral,fear,1.0
tenderness,amusement,2.025
inspiration,anger,1.1333333333333333
inspiration,fear,1.0666666666666669
fear,anger,1.6
tenderness,joy,4.808333333333334
amusement,sadness,1.1666666666666665
disgust,anger,1.975
joy,disgust,1.1
neutral,disgust,1.0833333333333335
tenderness,inspiration,6.558333333333334
fear,disgust,6.566666666666666
neutral,sadness,1.2166666666666668
joy,anger,1.0916666666666668
amusement,neutral,1.7916666666666665
inspiration,neutral,1.7999999999999998
inspiration,sadness,1.0833333333333335
inspiration,disgust,1.0750000000000002
tenderness,sadness,1.75
joy,amusement,6.808333333333334
amusement,disgust,2.6416666666666666
tenderness,neutral,4.675
sadness,disgust,4.583333333333334
joy,sadness,1.1333333333333333
sadness,fear,1.6749999999999998
amusement,fear,1.25
joy,inspiration,6.816666666666666
tenderness,anger,1.225
tenderness,disgust,1.025
amusement,anger,1.0916666666666668
joy,neutral,2.1416666666666666
tenderness,fear,1.0833333333333335
neutral,anger,1.0833333333333335
joy,fear,1.0833333333333335
inspiration,amusement,2.8583333333333334
sadness,anger,4.916666666666666
