emotion1,emotion2,similarity
amusement,disgust,6.0
tenderness,inspiration,6.558333333333334
joy,anger,1.0
neutral,disgust,2.0
amusement,fear,5.525
joy,neutral,5.991666666666667
amusement,sadness,7.516666666666667
joy,sadness,5.533333333333333
amusement,neutral,5.525
tenderness,amusement,2.9833333333333334
tenderness,disgust,4.525
inspiration,fear,7.0
neutral,anger,4.016666666666667
joy,disgust,5.516666666666667
sadness,disgust,4.508333333333333
tenderness,fear,3.5666666666666664
neutral,fear,2.9916666666666667
amusement,anger,1.0166666666666666
joy,inspiration,6.0
tenderness,joy,4.0
disgust,anger,6.5
fear,anger,2.558333333333333
sadness,fear,7.566666666666666
tenderness,sadness,6.983333333333333
tenderness,anger,1.4833333333333334
inspiration,disgust,2.475
inspiration,sadness,6.5
sadness,anger,3.5
joy,amusement,7.541666666666666
tenderness,neutral,5.541666666666667
neutral,sadness,3.0
fear,disgust,6.483333333333333
inspiration,amusement,2.558333333333333
joy,fear,1.0333333333333332
inspiration,anger,2.5416666666666665
inspiration,neutral,6.5
