emotion1,emotion2,similarity
neutral,sadness,6.025
joy,inspiration,6.458333333333333
inspiration,disgust,1.0
joy,disgust,1.0
disgust,anger,4.991666666666667
sadness,fear,4.475
joy,amusement,7.033333333333333
neutral,disgust,1.9833333333333334
joy,neutral,6.025
neutral,fear,2.033333333333333
amusement,neutral,3.0083333333333333
joy,anger,1.0
tenderness,amusement,5.483333333333333
tenderness,sadness,5.508333333333333
amusement,fear,1.0
tenderness,disgust,1.0
tenderness,joy,5.016666666666667
fear,anger,5.966666666666667
inspiration,fear,2.0
amusement,anger,1.0
inspiration,sadness,1.0
joy,fear,1.0
sadness,disgust,1.0
inspiration,amusement,1.9833333333333334
joy,sadness,1.0
tenderness,neutral,7.416666666666666
tenderness,fear,1.0
sadness,anger,1.9916666666666667
inspiration,anger,1.0
tenderness,anger,1.0
amusement,disgust,1.0
neutral,anger,1.0
tenderness,inspiration,1.0
fear,disgust,6.016666666666667
amusement,sadness,1.0
inspiration,neutral,2.475
