emotion1,emotion2,similarity
joy,sadness,1.0
sadness,anger,6.433333333333334
neutral,disgust,3.5583333333333336
fear,disgust,5.016666666666667
tenderness,fear,1.0333333333333332
inspiration,sadness,6.308333333333334
joy,neutral,5.525
neutral,fear,1.1916666666666669
amusement,neutral,1.2083333333333335
joy,disgust,1.2583333333333333
neutral,sadness,4.483333333333333
neutral,anger,5.075
fear,anger,8.366666666666667
tenderness,neutral,5.408333333333333
joy,amusement,8.708333333333334
inspiration,fear,5.391666666666667
sadness,fear,8.6
inspiration,disgust,2.675
inspiration,amusement,4.7
disgust,anger,8.308333333333334
tenderness,joy,7.483333333333333
inspiration,anger,1.375
sadness,disgust,7.433333333333334
tenderness,disgust,2.25
inspiration,neutral,5.508333333333333
amusement,anger,1.3083333333333331
tenderness,anger,1.4500000000000002
tenderness,sadness,7.566666666666666
tenderness,amusement,1.5416666666666665
tenderness,inspiration,7.683333333333334
amusement,sadness,1.4083333333333332
joy,fear,1.7083333333333335
joy,inspiration,7.55
amusement,disgust,1.3666666666666667
amusement,fear,1.0499999999999998
joy,anger,1.0
