emotion1,emotion2,similarity
inspiration,disgust,1.0166666666666666
joy,disgust,1.0
disgust,anger,8.983333333333334
fear,disgust,9.0
tenderness,disgust,1.0583333333333331
tenderness,fear,1.0583333333333331
tenderness,amusement,6.033333333333333
joy,neutral,5.016666666666667
tenderness,inspiration,6.883333333333333
inspiration,amusement,4.991666666666667
joy,fear,1.0
sadness,fear,6.025
amusement,anger,1.0
tenderness,neutral,5.025
neutral,disgust,5.0
inspiration,neutral,4.983333333333333
fear,anger,6.133333333333333
neutral,fear,5.008333333333334
amusement,sadness,1.0333333333333332
neutral,anger,4.925
amusement,neutral,5.033333333333333
amusement,disgust,1.0
joy,inspiration,5.033333333333333
inspiration,anger,5.0
joy,sadness,1.0
tenderness,sadness,1.2166666666666668
neutral,sadness,4.825
sadness,anger,4.825
tenderness,joy,1.0583333333333331
joy,amusement,1.0
joy,anger,1.0
tenderness,anger,1.1833333333333331
inspiration,fear,2.8916666666666666
sadness,disgust,3.275
inspiration,sadness,2.183333333333333
amusement,fear,1.8083333333333331
