emotion1,emotion2,similarity
neutral,disgust,1.1666666666666665
tenderness,disgust,1.1333333333333333
sadness,anger,1.0833333333333335
neutral,fear,1.0833333333333335
inspiration,neutral,1.0833333333333335
neutral,sadness,1.0833333333333335
joy,amusement,4.041666666666666
inspiration,fear,1.0499999999999998
inspiration,sadness,1.0833333333333335
inspiration,disgust,1.0083333333333333
disgust,anger,1.0083333333333333
inspiration,amusement,1.7833333333333332
inspiration,anger,3.9916666666666667
tenderness,fear,1.0
amusement,disgust,1.0666666666666669
joy,fear,1.0666666666666669
joy,inspiration,1.3250000000000002
amusement,fear,1.0
joy,anger,1.025
sadness,disgust,1.0499999999999998
tenderness,neutral,4.991666666666667
sadness,fear,1.0
joy,sadness,1.0499999999999998
amusement,sadness,1.0916666666666668
tenderness,sadness,3.0083333333333333
amusement,neutral,1.0166666666666666
amusement,anger,1.0166666666666666
tenderness,inspiration,1.875
fear,anger,1.0750000000000002
tenderness,anger,1.0750000000000002
neutral,anger,1.0
joy,neutral,2.316666666666667
tenderness,amusement,1.1083333333333334
fear,disgust,1.2583333333333333
tenderness,joy,1.9166666666666665
joy,disgust,1.0
