emotion1,emotion2,similarity
disgust,anger,2.533333333333333
amusement,anger,1.0083333333333333
neutral,disgust,1.0
fear,disgust,6.108333333333333
tenderness,anger,1.0
amusement,sadness,1.0333333333333332
sadness,anger,3.083333333333333
inspiration,anger,1.0
tenderness,inspiration,6.266666666666667
joy,anger,1.0416666666666665
sadness,fear,1.025
joy,fear,1.0
neutral,sadness,1.0
neutral,anger,1.0333333333333332
joy,amusement,7.6
inspiration,disgust,1.0
tenderness,neutral,1.0083333333333333
inspiration,sadness,1.025
joy,disgust,1.0
tenderness,disgust,1.0
neutral,fear,1.0083333333333333
joy,inspiration,4.041666666666666
fear,anger,2.5833333333333335
joy,neutral,1.0
joy,sadness,1.0083333333333333
amusement,fear,1.0
amusement,disgust,1.0
inspiration,amusement,1.0
inspiration,fear,1.0
amusement,neutral,1.0
tenderness,sadness,1.0166666666666666
tenderness,joy,4.875
tenderness,amusement,1.0499999999999998
inspiration,neutral,1.0
sadness,disgust,3.7583333333333333
tenderness,fear,1.0499999999999998
