emotion1,emotion2,similarity
tenderness,neutral,2.9916666666666667
sadness,disgust,3.45
amusement,disgust,1.0
tenderness,amusement,1.4916666666666667
inspiration,sadness,3.591666666666667
joy,disgust,1.0
inspiration,amusement,1.5833333333333335
tenderness,inspiration,4.458333333333334
sadness,anger,6.025
tenderness,sadness,3.9916666666666667
amusement,anger,2.466666666666667
joy,amusement,7.025
inspiration,fear,1.6083333333333334
neutral,disgust,1.5166666666666666
inspiration,anger,2.0166666666666666
amusement,neutral,1.9916666666666667
tenderness,fear,1.0
amusement,fear,1.0
tenderness,disgust,1.0
disgust,anger,9.0
joy,inspiration,3.0083333333333333
amusement,sadness,3.0083333333333333
neutral,fear,2.0083333333333333
fear,disgust,6.991666666666667
fear,anger,6.041666666666667
joy,fear,1.0
tenderness,joy,7.533333333333333
joy,anger,1.0
inspiration,neutral,3.4916666666666667
tenderness,anger,1.5499999999999998
joy,sadness,1.0
joy,neutral,1.0
neutral,sadness,1.0
neutral,anger,1.0
inspiration,disgust,1.0
sadness,fear,3.475
