emotion1,emotion2,similarity
tenderness,sadness,1.0166666666666666
amusement,fear,1.0
amusement,neutral,4.991666666666667
sadness,anger,3.9333333333333336
amusement,sadness,1.0083333333333333
neutral,disgust,4.975
amusement,disgust,4.941666666666666
inspiration,anger,1.0
tenderness,fear,1.0
inspiration,neutral,5.008333333333334
joy,neutral,4.975
neutral,sadness,4.975
tenderness,anger,1.0333333333333332
tenderness,inspiration,5.95
neutral,anger,4.958333333333334
inspiration,sadness,1.9666666666666668
tenderness,disgust,1.0
inspiration,amusement,1.0083333333333333
tenderness,joy,2.9833333333333334
tenderness,neutral,5.041666666666667
inspiration,fear,1.0
neutral,fear,4.991666666666667
fear,anger,2.1
inspiration,disgust,1.0166666666666666
sadness,fear,2.975
joy,inspiration,2.975
amusement,anger,3.091666666666667
joy,amusement,8.083333333333334
joy,sadness,1.0
sadness,disgust,2.8333333333333335
joy,anger,1.0083333333333333
fear,disgust,1.0583333333333331
tenderness,amusement,1.0
disgust,anger,1.0499999999999998
joy,disgust,1.0
joy,fear,1.0
