emotion1,emotion2,similarity
amusement,sadness,1.6833333333333331
amusement,disgust,2.9583333333333335
tenderness,anger,1.5416666666666665
tenderness,disgust,1.4083333333333332
fear,disgust,6.991666666666667
neutral,disgust,4.991666666666667
amusement,neutral,4.991666666666667
sadness,anger,7.091666666666667
inspiration,sadness,5.183333333333334
neutral,fear,4.983333333333333
disgust,anger,5.408333333333333
neutral,anger,5.008333333333334
joy,neutral,2.0833333333333335
tenderness,sadness,5.95
joy,inspiration,6.1
sadness,fear,6.966666666666667
tenderness,neutral,6.133333333333333
inspiration,fear,2.4916666666666667
amusement,anger,1.3166666666666669
joy,sadness,1.0
inspiration,disgust,1.4083333333333332
inspiration,neutral,5.025
tenderness,fear,4.991666666666667
fear,anger,7.958333333333334
tenderness,joy,3.225
joy,fear,1.3250000000000002
neutral,sadness,1.9249999999999998
sadness,disgust,4.958333333333334
joy,disgust,1.4166666666666665
joy,amusement,4.975
inspiration,amusement,2.183333333333333
inspiration,anger,2.2083333333333335
joy,anger,1.4416666666666669
tenderness,inspiration,5.008333333333334
amusement,fear,3.216666666666667
tenderness,amusement,5.058333333333334
