emotion1,emotion2,similarity
amusement,neutral,1.0
joy,inspiration,7.008333333333333
joy,neutral,1.0
inspiration,amusement,5.975
tenderness,amusement,1.9833333333333334
amusement,disgust,1.0
joy,amusement,8.566666666666666
inspiration,sadness,1.9916666666666667
neutral,anger,1.0
neutral,fear,2.0166666666666666
amusement,sadness,1.0
tenderness,anger,1.8333333333333335
amusement,anger,1.0
sadness,anger,5.958333333333333
fear,anger,4.466666666666667
tenderness,fear,2.8833333333333333
disgust,anger,3.466666666666667
joy,sadness,1.0
sadness,disgust,3.041666666666667
tenderness,disgust,3.166666666666667
inspiration,fear,2.65
fear,disgust,1.7999999999999998
joy,anger,1.0
joy,disgust,2.05
neutral,disgust,3.0
inspiration,neutral,3.85
tenderness,neutral,7.425
joy,fear,2.216666666666667
sadness,fear,3.925
amusement,fear,1.3333333333333335
neutral,sadness,3.966666666666667
inspiration,disgust,1.9
tenderness,sadness,5.983333333333333
tenderness,joy,2.6333333333333333
inspiration,anger,2.0416666666666665
tenderness,inspiration,5.766666666666667
