emotion1,emotion2,similarity
sadness,disgust,7.008333333333333
amusement,disgust,2.058333333333333
joy,neutral,5.95
tenderness,fear,5.058333333333334
neutral,anger,3.966666666666667
neutral,fear,3.083333333333333
joy,inspiration,8.941666666666666
amusement,fear,6.975
joy,anger,5.033333333333333
joy,fear,6.875
neutral,disgust,2.9916666666666667
amusement,sadness,9.0
fear,anger,1.0083333333333333
inspiration,amusement,7.016666666666667
tenderness,joy,8.908333333333333
inspiration,disgust,1.0
sadness,fear,8.966666666666667
tenderness,anger,1.0
amusement,neutral,4.95
disgust,anger,2.066666666666667
joy,disgust,1.0416666666666665
tenderness,amusement,9.0
fear,disgust,3.025
tenderness,disgust,1.0
inspiration,neutral,2.0083333333333333
tenderness,inspiration,8.041666666666666
inspiration,fear,1.0583333333333331
joy,sadness,2.058333333333333
sadness,anger,4.041666666666666
inspiration,sadness,1.0
neutral,sadness,2.9833333333333334
tenderness,sadness,1.0
tenderness,neutral,1.9833333333333334
amusement,anger,3.041666666666667
joy,amusement,8.983333333333334
inspiration,anger,3.075
