emotion1,emotion2,similarity
fear,anger,5.0
tenderness,amusement,3.9916666666666667
joy,inspiration,5.991666666666667
amusement,sadness,1.0
neutral,fear,1.0
tenderness,joy,7.983333333333333
inspiration,anger,1.0
joy,sadness,1.0
joy,neutral,1.0
tenderness,disgust,1.0
tenderness,inspiration,5.008333333333334
fear,disgust,5.991666666666667
inspiration,amusement,2.0
amusement,anger,4.008333333333333
inspiration,neutral,1.0
disgust,anger,2.95
sadness,fear,2.0166666666666666
joy,fear,1.0
inspiration,sadness,1.0
neutral,anger,1.0
neutral,disgust,1.0
joy,amusement,7.025
tenderness,neutral,4.033333333333333
tenderness,fear,1.0
inspiration,fear,1.0
sadness,disgust,2.9916666666666667
amusement,neutral,1.9833333333333334
neutral,sadness,1.0
joy,anger,1.0
tenderness,anger,1.0
amusement,disgust,2.9833333333333334
amusement,fear,1.9833333333333334
tenderness,sadness,2.0083333333333333
inspiration,disgust,1.0
joy,disgust,1.0
sadness,anger,2.0166666666666666
