emotion1,emotion2,similarity
amusement,sadness,1.0
inspiration,neutral,4.983333333333333
neutral,disgust,4.975
amusement,anger,1.025
inspiration,fear,1.025
joy,anger,1.025
amusement,neutral,4.966666666666667
sadness,anger,5.991666666666667
tenderness,joy,6.008333333333333
amusement,fear,2.0
tenderness,anger,1.0
tenderness,neutral,4.958333333333334
inspiration,disgust,1.0
joy,neutral,4.975
joy,fear,3.0166666666666666
inspiration,amusement,7.058333333333334
neutral,sadness,4.966666666666667
inspiration,sadness,6.016666666666667
disgust,anger,7.991666666666667
joy,sadness,2.0166666666666666
tenderness,sadness,6.008333333333333
joy,disgust,1.0333333333333332
fear,anger,6.95
tenderness,amusement,7.025
joy,amusement,8.966666666666667
fear,disgust,8.033333333333333
neutral,fear,5.041666666666667
tenderness,disgust,1.0083333333333333
inspiration,anger,6.991666666666667
sadness,fear,5.033333333333333
tenderness,inspiration,6.941666666666666
amusement,disgust,1.0
joy,inspiration,8.0
tenderness,fear,1.975
neutral,anger,5.008333333333334
sadness,disgust,2.0
