emotion1,emotion2,similarity
inspiration,anger,1.1416666666666666
disgust,anger,2.5166666666666666
sadness,disgust,2.433333333333333
inspiration,fear,2.875
amusement,disgust,2.5
tenderness,joy,6.508333333333333
tenderness,inspiration,7.016666666666667
tenderness,sadness,3.225
amusement,anger,2.125
neutral,disgust,2.1166666666666667
fear,anger,6.7
joy,disgust,1.7416666666666667
sadness,anger,1.6416666666666666
neutral,anger,1.7999999999999998
tenderness,fear,1.7999999999999998
inspiration,disgust,1.5833333333333335
joy,sadness,5.041666666666667
joy,neutral,5.0
tenderness,anger,1.5750000000000002
joy,inspiration,7.383333333333333
tenderness,neutral,5.033333333333333
amusement,sadness,2.2083333333333335
joy,fear,1.5083333333333333
neutral,fear,2.275
neutral,sadness,3.6333333333333333
sadness,fear,1.7833333333333332
joy,anger,1.8416666666666668
amusement,neutral,1.8416666666666668
tenderness,amusement,6.091666666666667
amusement,fear,2.6
joy,amusement,7.791666666666666
inspiration,neutral,5.508333333333333
inspiration,sadness,2.175
inspiration,amusement,6.225
fear,disgust,2.175
tenderness,disgust,2.2083333333333335
