emotion1,emotion2,similarity
amusement,fear,1.0
neutral,fear,1.0
joy,disgust,1.0
tenderness,disgust,1.0083333333333333
amusement,neutral,1.9833333333333334
sadness,disgust,1.2000000000000002
inspiration,sadness,1.0
inspiration,amusement,2.7916666666666665
joy,inspiration,2.425
joy,anger,1.2333333333333334
tenderness,amusement,2.7916666666666665
inspiration,anger,2.85
tenderness,sadness,4.266666666666667
amusement,sadness,1.775
tenderness,inspiration,3.2333333333333334
sadness,anger,3.3583333333333334
joy,neutral,1.0
inspiration,disgust,1.0
amusement,anger,1.6333333333333333
joy,fear,1.1749999999999998
neutral,anger,1.0
inspiration,neutral,1.0166666666666666
tenderness,fear,1.0
disgust,anger,1.4083333333333332
neutral,disgust,1.0
inspiration,fear,1.0
tenderness,neutral,1.025
sadness,fear,2.275
tenderness,joy,2.7333333333333334
joy,amusement,4.591666666666667
fear,anger,1.8333333333333335
amusement,disgust,1.6166666666666667
joy,sadness,1.0
tenderness,anger,1.1
fear,disgust,1.7916666666666665
neutral,sadness,1.0
