emotion1,emotion2,similarity
tenderness,anger,1.0
amusement,disgust,2.6333333333333333
amusement,anger,1.4249999999999998
neutral,fear,5.7
sadness,anger,4.466666666666667
inspiration,disgust,1.0166666666666666
tenderness,disgust,1.0333333333333332
inspiration,sadness,2.6
neutral,sadness,4.95
inspiration,amusement,5.0
tenderness,fear,2.408333333333333
amusement,neutral,5.616666666666667
sadness,disgust,1.9916666666666667
fear,anger,2.6333333333333333
neutral,anger,1.525
inspiration,anger,1.5583333333333331
tenderness,joy,6.45
sadness,fear,4.525
joy,inspiration,8.541666666666666
amusement,fear,1.65
tenderness,sadness,6.408333333333333
inspiration,neutral,5.5
inspiration,fear,2.525
tenderness,neutral,4.683333333333334
joy,neutral,4.466666666666667
joy,amusement,6.483333333333333
joy,disgust,1.0083333333333333
tenderness,amusement,6.416666666666667
joy,sadness,1.4916666666666667
joy,fear,1.4
neutral,disgust,2.45
disgust,anger,6.591666666666667
joy,anger,1.4333333333333331
tenderness,inspiration,7.608333333333333
amusement,sadness,1.3416666666666668
fear,disgust,4.533333333333333
