emotion1,emotion2,similarity
amusement,sadness,2.025
tenderness,disgust,1.0083333333333333
joy,inspiration,8.358333333333334
inspiration,disgust,1.0
tenderness,neutral,1.975
tenderness,inspiration,7.291666666666666
inspiration,fear,1.6583333333333332
neutral,disgust,3.6416666666666666
tenderness,fear,1.0
sadness,fear,6.15
tenderness,amusement,4.641666666666667
sadness,anger,6.008333333333333
joy,anger,1.0
joy,amusement,8.591666666666667
neutral,fear,3.966666666666667
amusement,fear,1.0
inspiration,sadness,1.0
amusement,neutral,3.041666666666667
joy,disgust,1.0
disgust,anger,9.0
neutral,anger,1.0
amusement,disgust,2.591666666666667
amusement,anger,4.016666666666667
joy,neutral,1.9249999999999998
inspiration,neutral,1.9833333333333334
sadness,disgust,6.0
fear,disgust,8.358333333333334
tenderness,joy,8.4
fear,anger,6.466666666666667
inspiration,amusement,1.9500000000000002
tenderness,anger,1.0
joy,fear,1.0
inspiration,anger,1.0
neutral,sadness,2.0166666666666666
joy,sadness,3.025
tenderness,sadness,3.025
