emotion1,emotion2,similarity
neutral,anger,1.3166666666666669
joy,amusement,7.466666666666667
sadness,fear,1.275
inspiration,disgust,1.4249999999999998
neutral,sadness,1.5416666666666665
joy,neutral,4.191666666666666
tenderness,sadness,4.641666666666667
fear,disgust,6.291666666666667
sadness,anger,4.616666666666667
disgust,anger,6.166666666666667
fear,anger,6.766666666666667
joy,anger,1.3333333333333335
joy,fear,1.0833333333333335
neutral,fear,1.2583333333333333
tenderness,disgust,1.25
inspiration,amusement,6.166666666666667
amusement,sadness,2.433333333333333
tenderness,amusement,4.641666666666667
amusement,disgust,1.1833333333333331
amusement,anger,1.1833333333333331
inspiration,sadness,1.3416666666666668
joy,sadness,1.5750000000000002
joy,disgust,1.3916666666666666
neutral,disgust,2.775
amusement,fear,3.425
joy,inspiration,6.375
tenderness,anger,1.6749999999999998
sadness,disgust,2.658333333333333
inspiration,anger,2.316666666666667
inspiration,neutral,3.3166666666666664
tenderness,joy,7.45
tenderness,fear,1.5166666666666666
inspiration,fear,1.5166666666666666
tenderness,inspiration,1.4666666666666668
tenderness,neutral,5.425
amusement,neutral,7.508333333333333
