emotion1,emotion2,similarity
neutral,disgust,1.0333333333333332
fear,disgust,5.0
joy,inspiration,4.975
fear,anger,4.983333333333333
tenderness,disgust,1.0
inspiration,amusement,1.0
amusement,neutral,4.008333333333333
tenderness,neutral,3.966666666666667
inspiration,anger,1.0
sadness,fear,6.008333333333333
tenderness,amusement,2.9833333333333334
sadness,anger,4.933333333333334
tenderness,joy,6.966666666666667
neutral,sadness,1.0416666666666665
amusement,anger,1.0166666666666666
tenderness,sadness,3.025
tenderness,anger,1.0333333333333332
joy,anger,1.0416666666666665
joy,fear,1.0083333333333333
tenderness,fear,1.0
sadness,disgust,7.016666666666667
neutral,anger,1.0333333333333332
inspiration,sadness,1.0083333333333333
inspiration,neutral,5.016666666666667
amusement,fear,1.0166666666666666
tenderness,inspiration,2.0083333333333333
neutral,fear,1.0499999999999998
inspiration,fear,1.025
joy,disgust,1.0166666666666666
inspiration,disgust,2.033333333333333
disgust,anger,6.025
amusement,disgust,1.0
joy,sadness,1.0333333333333332
joy,neutral,1.0333333333333332
amusement,sadness,1.025
joy,amusement,8.0
