emotion1,emotion2,similarity
tenderness,fear,1.0499999999999998
joy,disgust,1.0
tenderness,sadness,6.983333333333333
inspiration,sadness,5.0
amusement,fear,1.0
joy,fear,1.0
tenderness,inspiration,8.016666666666666
disgust,anger,7.983333333333333
amusement,disgust,5.983333333333333
tenderness,anger,1.025
joy,amusement,6.65
inspiration,neutral,8.958333333333334
joy,anger,1.5166666666666666
tenderness,joy,8.958333333333334
tenderness,disgust,1.975
inspiration,disgust,1.0
inspiration,fear,6.058333333333334
amusement,anger,1.0166666666666666
inspiration,amusement,8.225
inspiration,anger,6.966666666666667
joy,inspiration,8.983333333333334
sadness,anger,8.8
joy,neutral,7.958333333333334
neutral,sadness,8.05
tenderness,neutral,7.908333333333333
joy,sadness,3.425
amusement,sadness,6.2
fear,anger,8.783333333333333
sadness,disgust,8.558333333333334
amusement,neutral,8.975
fear,disgust,8.6
sadness,fear,8.6
tenderness,amusement,9.0
neutral,anger,7.2
neutral,fear,8.608333333333334
neutral,disgust,1.5916666666666668
