emotion1,emotion2,similarity
fear,disgust,7.083333333333334
joy,fear,1.0
joy,amusement,9.0
tenderness,fear,1.0
joy,disgust,1.0416666666666665
neutral,anger,1.975
inspiration,amusement,3.975
inspiration,neutral,3.025
neutral,fear,2.0
neutral,disgust,2.0
joy,anger,1.0
amusement,anger,1.0
sadness,disgust,4.016666666666667
amusement,disgust,9.0
inspiration,sadness,2.975
tenderness,sadness,3.9916666666666667
tenderness,inspiration,8.025
amusement,fear,2.925
amusement,neutral,3.0083333333333333
fear,anger,4.016666666666667
tenderness,disgust,1.0833333333333335
inspiration,fear,1.0833333333333335
joy,inspiration,7.983333333333333
inspiration,anger,3.05
joy,neutral,3.05
tenderness,amusement,3.9833333333333334
sadness,anger,5.033333333333333
joy,sadness,1.0
tenderness,neutral,1.9583333333333335
tenderness,anger,2.0
amusement,sadness,1.0
neutral,sadness,1.9416666666666669
inspiration,disgust,1.0166666666666666
sadness,fear,7.958333333333334
tenderness,joy,6.975
disgust,anger,8.025
