emotion1,emotion2,similarity
inspiration,fear,5.641666666666667
joy,disgust,1.0
amusement,sadness,7.625
neutral,sadness,1.0
tenderness,amusement,7.175
amusement,fear,1.0416666666666665
neutral,anger,1.0
tenderness,fear,1.0
tenderness,disgust,1.0
disgust,anger,5.316666666666666
joy,neutral,1.4416666666666669
amusement,neutral,2.316666666666667
joy,sadness,3.075
sadness,disgust,1.4
tenderness,sadness,5.25
sadness,anger,4.408333333333333
inspiration,neutral,6.441666666666666
joy,amusement,8.375
neutral,fear,1.2416666666666667
tenderness,joy,6.358333333333333
joy,anger,1.0
inspiration,sadness,2.533333333333333
inspiration,disgust,1.0166666666666666
amusement,anger,7.108333333333333
neutral,disgust,1.0
tenderness,anger,1.0333333333333332
fear,anger,1.0333333333333332
tenderness,neutral,4.383333333333333
inspiration,amusement,7.883333333333333
amusement,disgust,1.2083333333333335
inspiration,anger,6.5
tenderness,inspiration,4.141666666666667
joy,inspiration,6.341666666666667
joy,fear,1.4166666666666665
fear,disgust,9.0
sadness,fear,5.216666666666667
