emotion1,emotion2,similarity
tenderness,joy,1.0083333333333333
amusement,disgust,1.0
tenderness,sadness,1.0
inspiration,fear,1.0
inspiration,disgust,1.0
inspiration,amusement,1.0
neutral,fear,1.0
inspiration,anger,1.0
tenderness,fear,1.025
amusement,neutral,1.0
fear,disgust,1.0
amusement,sadness,1.0
sadness,fear,1.0
joy,fear,1.0333333333333332
neutral,disgust,1.0333333333333332
disgust,anger,1.0083333333333333
tenderness,anger,1.0083333333333333
joy,neutral,1.0
tenderness,disgust,1.0
tenderness,inspiration,1.0
joy,inspiration,1.0
joy,anger,1.0
tenderness,amusement,1.0
neutral,sadness,1.0
inspiration,sadness,1.0
tenderness,neutral,2.0083333333333333
sadness,disgust,1.0
inspiration,neutral,1.0166666666666666
joy,disgust,1.0499999999999998
sadness,anger,1.0
amusement,fear,1.0
amusement,anger,1.0
joy,sadness,1.0
fear,anger,1.0
neutral,anger,1.0
joy,amusement,1.0
