emotion1,emotion2,similarity
joy,sadness,1.0
inspiration,fear,1.3166666666666669
fear,anger,7.991666666666667
neutral,fear,1.4416666666666669
sadness,disgust,5.733333333333333
joy,neutral,1.7166666666666668
joy,disgust,1.0
joy,fear,1.0
inspiration,disgust,1.4583333333333335
tenderness,amusement,6.641666666666667
tenderness,neutral,8.733333333333334
tenderness,joy,8.675
tenderness,disgust,1.0
tenderness,fear,1.0333333333333332
inspiration,amusement,5.841666666666667
joy,amusement,9.0
sadness,anger,2.7416666666666667
neutral,disgust,1.25
neutral,anger,1.4083333333333332
sadness,fear,1.4083333333333332
joy,anger,1.4083333333333332
disgust,anger,8.233333333333334
joy,inspiration,8.816666666666666
amusement,fear,1.2666666666666666
fear,disgust,8.775
amusement,neutral,1.6166666666666667
tenderness,inspiration,7.583333333333334
amusement,anger,1.125
inspiration,neutral,7.4
inspiration,sadness,7.575
amusement,disgust,1.1083333333333334
inspiration,anger,1.0333333333333332
tenderness,anger,1.0333333333333332
neutral,sadness,1.1833333333333331
amusement,sadness,1.0833333333333335
tenderness,sadness,5.416666666666667
