emotion1,emotion2,similarity
joy,inspiration,4.858333333333333
inspiration,amusement,1.3083333333333331
neutral,anger,1.2000000000000002
disgust,anger,1.2083333333333335
tenderness,sadness,1.1333333333333333
joy,anger,1.1333333333333333
neutral,disgust,1.1166666666666667
neutral,fear,1.1166666666666667
tenderness,joy,8.266666666666666
inspiration,anger,1.1083333333333334
tenderness,fear,1.15
inspiration,disgust,1.125
joy,sadness,4.483333333333333
amusement,disgust,5.241666666666666
inspiration,neutral,1.1083333333333334
inspiration,fear,1.1083333333333334
amusement,sadness,4.683333333333334
tenderness,neutral,1.1583333333333332
sadness,disgust,1.0750000000000002
amusement,fear,1.1416666666666666
joy,neutral,1.1416666666666666
sadness,anger,1.1333333333333333
joy,fear,1.1
neutral,sadness,1.1333333333333333
amusement,anger,1.125
amusement,neutral,1.0666666666666669
joy,amusement,8.875
tenderness,anger,1.1083333333333334
joy,disgust,1.0750000000000002
fear,anger,7.616666666666667
sadness,fear,5.466666666666667
inspiration,sadness,4.775
fear,disgust,7.633333333333333
tenderness,inspiration,8.491666666666667
tenderness,disgust,1.125
tenderness,amusement,3.6333333333333333
