emotion1,emotion2,similarity
inspiration,amusement,3.25
joy,neutral,1.8666666666666667
inspiration,disgust,4.066666666666666
joy,inspiration,4.083333333333334
inspiration,fear,2.5083333333333333
tenderness,amusement,3.05
joy,sadness,4.65
inspiration,neutral,5.258333333333334
tenderness,fear,5.716666666666667
tenderness,disgust,3.6833333333333336
disgust,anger,3.416666666666667
joy,fear,4.95
inspiration,anger,3.791666666666667
sadness,disgust,3.541666666666667
neutral,fear,5.233333333333333
joy,disgust,4.225
joy,anger,4.708333333333334
neutral,sadness,5.666666666666667
sadness,anger,5.391666666666667
amusement,disgust,4.491666666666667
fear,anger,4.5
neutral,anger,6.808333333333334
amusement,fear,3.6333333333333333
neutral,disgust,3.45
amusement,sadness,7.125
fear,disgust,3.425
inspiration,sadness,5.558333333333334
tenderness,neutral,6.325
tenderness,sadness,6.233333333333333
tenderness,inspiration,3.15
amusement,neutral,4.366666666666667
joy,amusement,5.325
amusement,anger,4.575
tenderness,anger,6.5
sadness,fear,4.516666666666667
tenderness,joy,6.275
