emotion1,emotion2,similarity
inspiration,disgust,1.0
amusement,fear,1.0
inspiration,fear,2.0416666666666665
neutral,anger,1.0
tenderness,amusement,5.0
tenderness,sadness,5.975
neutral,fear,1.0
fear,disgust,7.0
joy,disgust,1.0
inspiration,anger,3.9333333333333336
sadness,fear,6.966666666666667
inspiration,amusement,5.208333333333333
inspiration,neutral,3.408333333333333
sadness,disgust,6.05
joy,sadness,2.0166666666666666
amusement,sadness,1.0
joy,fear,1.0
tenderness,fear,1.0
amusement,neutral,3.0
tenderness,disgust,1.0
joy,inspiration,6.425
joy,anger,2.525
tenderness,anger,1.5166666666666666
tenderness,joy,7.0
inspiration,sadness,4.991666666666667
amusement,anger,1.9333333333333331
amusement,disgust,2.683333333333333
sadness,anger,7.741666666666667
fear,anger,2.2583333333333333
tenderness,inspiration,6.133333333333333
neutral,disgust,1.1666666666666665
joy,neutral,3.416666666666667
tenderness,neutral,2.7916666666666665
disgust,anger,4.958333333333334
joy,amusement,8.466666666666667
neutral,sadness,1.5083333333333333
