emotion1,emotion2,similarity
neutral,anger,1.9916666666666667
joy,fear,1.0
tenderness,neutral,1.975
fear,disgust,5.975
tenderness,inspiration,6.466666666666667
tenderness,anger,1.0
joy,inspiration,6.958333333333333
tenderness,fear,1.0
tenderness,sadness,3.0
tenderness,disgust,1.0416666666666665
neutral,sadness,1.0083333333333333
amusement,disgust,4.958333333333334
sadness,disgust,1.0166666666666666
tenderness,joy,6.408333333333333
amusement,sadness,6.5
amusement,fear,2.975
inspiration,fear,1.0
joy,disgust,1.0166666666666666
amusement,anger,1.0166666666666666
tenderness,amusement,5.991666666666667
sadness,anger,5.958333333333333
joy,amusement,6.375
fear,anger,5.758333333333333
inspiration,amusement,5.716666666666667
neutral,fear,1.0083333333333333
amusement,neutral,1.0083333333333333
disgust,anger,6.016666666666667
inspiration,neutral,1.025
inspiration,disgust,1.0
neutral,disgust,1.0
inspiration,anger,1.0
joy,sadness,1.0
sadness,fear,5.2
inspiration,sadness,5.516666666666667
joy,anger,1.0
joy,neutral,1.0
