emotion1,emotion2,similarity
inspiration,fear,2.591666666666667
inspiration,sadness,4.6
inspiration,amusement,5.925
neutral,fear,4.158333333333333
joy,inspiration,6.908333333333333
amusement,fear,1.4916666666666667
tenderness,disgust,2.683333333333333
fear,disgust,1.4166666666666665
tenderness,inspiration,7.675
sadness,disgust,7.808333333333334
amusement,anger,1.6666666666666665
sadness,anger,8.3
inspiration,disgust,5.566666666666666
fear,anger,6.6
tenderness,anger,1.4833333333333334
sadness,fear,5.383333333333334
inspiration,neutral,5.716666666666667
neutral,disgust,3.45
tenderness,neutral,5.358333333333333
inspiration,anger,7.725
joy,anger,1.3333333333333335
tenderness,joy,8.608333333333334
joy,amusement,6.35
neutral,sadness,6.141666666666667
tenderness,sadness,3.7666666666666666
disgust,anger,6.283333333333333
amusement,sadness,6.75
tenderness,amusement,7.633333333333333
neutral,anger,6.8
amusement,neutral,6.341666666666667
tenderness,fear,2.75
joy,fear,1.2583333333333333
joy,neutral,4.783333333333333
joy,disgust,3.658333333333333
joy,sadness,2.475
amusement,disgust,2.433333333333333
