emotion1,emotion2,similarity
joy,amusement,8.441666666666666
joy,fear,1.025
tenderness,fear,2.058333333333333
neutral,fear,5.033333333333333
sadness,anger,7.216666666666667
inspiration,disgust,1.0
sadness,fear,6.783333333333333
amusement,anger,1.0083333333333333
amusement,sadness,1.0
neutral,sadness,5.041666666666667
sadness,disgust,2.966666666666667
joy,neutral,5.05
joy,sadness,1.0083333333333333
neutral,disgust,4.975
joy,inspiration,8.45
inspiration,anger,1.4666666666666668
inspiration,neutral,5.008333333333334
disgust,anger,8.4
tenderness,disgust,1.0
amusement,disgust,1.3333333333333335
tenderness,joy,7.25
fear,anger,8.775
joy,disgust,1.0
inspiration,fear,1.0
tenderness,amusement,6.5
fear,disgust,2.683333333333333
neutral,anger,5.016666666666667
amusement,neutral,4.908333333333333
tenderness,neutral,5.483333333333333
amusement,fear,1.0
tenderness,sadness,5.733333333333333
joy,anger,1.0
inspiration,amusement,3.3166666666666664
inspiration,sadness,1.0166666666666666
tenderness,inspiration,5.975
tenderness,anger,1.2333333333333334
