emotion1,emotion2,similarity
joy,amusement,6.991666666666667
inspiration,sadness,1.2999999999999998
amusement,disgust,1.0
fear,disgust,1.9583333333333335
tenderness,sadness,5.983333333333333
tenderness,neutral,2.533333333333333
joy,sadness,1.0
tenderness,fear,1.0
inspiration,anger,5.966666666666667
neutral,disgust,1.9916666666666667
tenderness,disgust,1.0
amusement,fear,1.0
amusement,neutral,2.9916666666666667
joy,fear,2.0
neutral,fear,3.0166666666666666
tenderness,inspiration,7.008333333333333
neutral,anger,1.9416666666666669
disgust,anger,3.083333333333333
inspiration,neutral,2.0416666666666665
joy,neutral,3.958333333333333
amusement,sadness,1.025
joy,anger,1.0
tenderness,amusement,7.025
amusement,anger,1.4083333333333332
neutral,sadness,3.025
inspiration,fear,2.033333333333333
joy,disgust,1.0
sadness,disgust,2.525
sadness,anger,3.033333333333333
sadness,fear,2.0
inspiration,amusement,7.0
joy,inspiration,7.441666666666666
tenderness,anger,2.033333333333333
tenderness,joy,8.516666666666666
inspiration,disgust,1.0
fear,anger,3.958333333333333
