emotion1,emotion2,similarity
inspiration,disgust,1.9833333333333334
sadness,fear,9.0
neutral,sadness,2.0083333333333333
neutral,anger,1.0416666666666665
tenderness,fear,3.025
joy,disgust,2.0
inspiration,neutral,6.991666666666667
neutral,disgust,1.0
amusement,neutral,5.008333333333334
inspiration,fear,6.983333333333333
amusement,anger,4.975
tenderness,disgust,7.966666666666667
disgust,anger,6.008333333333333
tenderness,sadness,9.0
amusement,sadness,2.9916666666666667
joy,amusement,9.0
tenderness,anger,1.0
joy,neutral,5.966666666666667
sadness,anger,7.958333333333334
inspiration,amusement,6.008333333333333
joy,anger,1.9833333333333334
inspiration,anger,7.983333333333333
tenderness,amusement,5.0
fear,anger,5.008333333333334
joy,sadness,2.0083333333333333
joy,inspiration,9.0
fear,disgust,9.0
tenderness,joy,4.966666666666667
sadness,disgust,5.958333333333333
amusement,disgust,6.975
inspiration,sadness,4.95
tenderness,inspiration,6.983333333333333
tenderness,neutral,6.016666666666667
amusement,fear,2.9916666666666667
neutral,fear,1.9833333333333334
joy,fear,2.0166666666666666
