emotion1,emotion2,similarity
tenderness,neutral,3.0166666666666666
tenderness,joy,4.991666666666667
amusement,sadness,3.975
joy,amusement,6.0
amusement,disgust,2.0
inspiration,disgust,1.0
joy,sadness,1.0
tenderness,fear,1.0
amusement,anger,2.033333333333333
amusement,fear,2.9583333333333335
joy,fear,2.0
fear,disgust,6.033333333333333
amusement,neutral,3.925
neutral,disgust,2.0083333333333333
tenderness,sadness,1.0
tenderness,inspiration,2.9833333333333334
inspiration,amusement,1.975
tenderness,disgust,1.0
joy,inspiration,4.983333333333333
neutral,fear,3.0166666666666666
disgust,anger,4.016666666666667
tenderness,amusement,3.075
tenderness,anger,1.0
joy,disgust,1.0
inspiration,anger,2.05
joy,neutral,1.0
inspiration,sadness,1.0
neutral,anger,1.0
inspiration,neutral,1.0
sadness,fear,4.041666666666666
sadness,disgust,1.0
joy,anger,1.0
sadness,anger,4.025
fear,anger,3.9916666666666667
inspiration,fear,1.0
neutral,sadness,1.0
