emotion1,emotion2,similarity
tenderness,joy,2.9916666666666667
neutral,fear,1.0
inspiration,anger,2.0083333333333333
amusement,disgust,1.0
amusement,sadness,1.0
sadness,anger,2.9916666666666667
tenderness,inspiration,1.0
tenderness,anger,1.0
fear,anger,1.0
joy,disgust,1.0
tenderness,fear,1.0
sadness,fear,1.9916666666666667
joy,inspiration,4.991666666666667
neutral,sadness,1.0
amusement,anger,1.0
inspiration,disgust,1.0
joy,fear,1.0
joy,anger,1.0
amusement,fear,1.0
sadness,disgust,1.4333333333333331
joy,neutral,1.0
joy,sadness,1.0
inspiration,sadness,1.0
tenderness,amusement,2.0083333333333333
inspiration,fear,1.0
joy,amusement,7.016666666666667
neutral,disgust,1.0
fear,disgust,7.025
neutral,anger,1.0
inspiration,neutral,1.0
tenderness,sadness,1.5583333333333331
tenderness,neutral,2.975
disgust,anger,1.0666666666666669
amusement,neutral,1.0
tenderness,disgust,1.0
inspiration,amusement,1.0
