emotion1,emotion2,similarity
neutral,disgust,1.0
joy,anger,1.0
tenderness,anger,1.0
inspiration,sadness,1.0
amusement,sadness,1.0
sadness,fear,1.0
inspiration,amusement,2.0166666666666666
joy,disgust,1.0
joy,amusement,6.0
joy,neutral,5.025
neutral,sadness,1.0
tenderness,fear,1.0
amusement,neutral,4.983333333333333
joy,fear,1.0
neutral,anger,5.0
amusement,disgust,2.033333333333333
joy,sadness,1.0
tenderness,neutral,3.9916666666666667
amusement,fear,1.0
neutral,fear,1.0
inspiration,neutral,4.016666666666667
inspiration,fear,1.0
disgust,anger,1.0
tenderness,disgust,1.0499999999999998
fear,disgust,6.983333333333333
inspiration,anger,1.0
tenderness,amusement,5.958333333333333
inspiration,disgust,1.0
tenderness,joy,7.983333333333333
amusement,anger,1.0
tenderness,sadness,1.0
tenderness,inspiration,7.983333333333333
sadness,disgust,1.0
joy,inspiration,9.0
sadness,anger,1.0
fear,anger,2.033333333333333
