emotion1,emotion2,similarity
joy,amusement,6.666666666666667
tenderness,sadness,5.341666666666667
joy,fear,3.4416666666666664
inspiration,fear,4.075
sadness,disgust,5.666666666666667
joy,disgust,3.7333333333333334
tenderness,inspiration,5.733333333333333
neutral,anger,3.35
fear,disgust,6.825
disgust,anger,6.733333333333333
amusement,anger,5.316666666666666
tenderness,amusement,5.633333333333333
inspiration,amusement,4.333333333333334
inspiration,sadness,5.591666666666667
neutral,sadness,7.233333333333333
tenderness,joy,6.483333333333333
amusement,sadness,5.583333333333333
amusement,neutral,3.675
joy,neutral,5.05
sadness,fear,6.416666666666667
amusement,fear,4.358333333333333
joy,inspiration,6.725
inspiration,neutral,7.216666666666667
amusement,disgust,3.875
joy,anger,5.316666666666666
tenderness,neutral,4.316666666666666
joy,sadness,5.65
tenderness,disgust,3.533333333333333
neutral,fear,5.525
neutral,disgust,6.333333333333333
tenderness,fear,3.75
inspiration,disgust,5.716666666666667
fear,anger,6.533333333333333
inspiration,anger,3.825
tenderness,anger,6.275
sadness,anger,4.25
