emotion1,emotion2,similarity
fear,anger,6.025
joy,inspiration,7.016666666666667
fear,disgust,6.008333333333333
inspiration,sadness,4.991666666666667
tenderness,fear,5.0
joy,disgust,1.9833333333333334
neutral,fear,1.0
joy,anger,2.0083333333333333
amusement,disgust,3.975
joy,sadness,2.033333333333333
tenderness,joy,8.008333333333333
inspiration,amusement,4.983333333333333
inspiration,disgust,4.008333333333333
sadness,anger,6.0
tenderness,neutral,5.0
joy,neutral,1.0166666666666666
tenderness,sadness,4.991666666666667
tenderness,anger,2.0
tenderness,inspiration,7.0
amusement,sadness,3.0083333333333333
inspiration,anger,5.983333333333333
amusement,anger,2.0
joy,amusement,8.0
tenderness,disgust,1.025
sadness,disgust,5.041666666666667
neutral,sadness,1.0
neutral,anger,1.0
amusement,fear,3.975
joy,fear,3.033333333333333
tenderness,amusement,6.033333333333333
amusement,neutral,1.0166666666666666
sadness,fear,6.025
inspiration,neutral,2.0083333333333333
inspiration,fear,2.9833333333333334
disgust,anger,6.991666666666667
neutral,disgust,1.0
