emotion1,emotion2,similarity
joy,inspiration,4.05
joy,sadness,1.275
tenderness,joy,7.483333333333333
tenderness,fear,2.7583333333333333
amusement,neutral,3.208333333333333
joy,fear,1.3166666666666669
tenderness,anger,2.475
joy,amusement,7.425
tenderness,neutral,2.6416666666666666
disgust,anger,7.783333333333333
inspiration,amusement,4.216666666666667
sadness,disgust,1.8250000000000002
tenderness,inspiration,7.3
inspiration,disgust,1.6583333333333332
fear,anger,7.616666666666667
sadness,anger,7.366666666666667
inspiration,anger,3.3916666666666666
neutral,sadness,2.6166666666666667
sadness,fear,5.775
inspiration,neutral,3.5666666666666664
amusement,fear,2.4833333333333334
inspiration,fear,1.6083333333333334
amusement,disgust,2.05
joy,anger,4.633333333333333
joy,disgust,1.6583333333333332
inspiration,sadness,2.5083333333333333
neutral,disgust,1.7166666666666668
amusement,anger,1.7583333333333333
neutral,fear,1.7000000000000002
neutral,anger,2.658333333333333
fear,disgust,5.708333333333333
amusement,sadness,2.2916666666666665
tenderness,sadness,2.9583333333333335
joy,neutral,3.7666666666666666
tenderness,disgust,1.5916666666666668
tenderness,amusement,3.3833333333333333
