emotion1,emotion2,similarity
tenderness,disgust,1.0
amusement,sadness,1.0
amusement,anger,2.025
amusement,disgust,3.0083333333333333
fear,disgust,4.016666666666667
tenderness,sadness,1.9916666666666667
joy,fear,1.0
disgust,anger,1.9833333333333334
inspiration,neutral,3.0083333333333333
tenderness,amusement,7.008333333333333
joy,amusement,8.0
inspiration,fear,1.0
tenderness,joy,7.983333333333333
neutral,sadness,1.9583333333333335
joy,disgust,1.0
inspiration,disgust,1.0
sadness,fear,5.991666666666667
inspiration,anger,1.0
tenderness,inspiration,6.5
tenderness,neutral,4.008333333333333
neutral,disgust,1.0
tenderness,fear,1.0
joy,sadness,1.0
inspiration,sadness,1.0
joy,anger,1.0
joy,neutral,1.0
amusement,neutral,4.025
sadness,disgust,3.9916666666666667
amusement,fear,1.0
joy,inspiration,5.991666666666667
fear,anger,4.008333333333333
neutral,fear,1.0
inspiration,amusement,4.008333333333333
tenderness,anger,1.0
sadness,anger,1.0
neutral,anger,1.0
