emotion1,emotion2,similarity
tenderness,disgust,1.0
tenderness,joy,5.0
amusement,disgust,2.9833333333333334
amusement,fear,1.0
neutral,sadness,5.983333333333333
joy,inspiration,9.0
joy,amusement,7.991666666666667
sadness,fear,3.958333333333333
inspiration,amusement,7.983333333333333
fear,disgust,8.841666666666667
joy,disgust,1.0
joy,anger,1.0
inspiration,neutral,1.975
joy,neutral,1.9583333333333335
amusement,neutral,1.0
tenderness,amusement,4.966666666666667
inspiration,anger,6.016666666666667
neutral,disgust,1.0
joy,sadness,1.0083333333333333
disgust,anger,2.95
neutral,fear,1.0
inspiration,sadness,6.025
inspiration,disgust,1.0
tenderness,inspiration,6.008333333333333
inspiration,fear,3.0083333333333333
neutral,anger,1.0
amusement,anger,1.0
tenderness,neutral,1.0
joy,fear,1.0
sadness,anger,2.966666666666667
tenderness,sadness,7.0
fear,anger,7.0
tenderness,fear,1.0166666666666666
tenderness,anger,1.0166666666666666
amusement,sadness,3.9833333333333334
sadness,disgust,1.0
