emotion1,emotion2,similarity
inspiration,disgust,2.4833333333333334
joy,disgust,2.5083333333333333
amusement,sadness,2.5416666666666665
joy,fear,2.5416666666666665
tenderness,amusement,5.833333333333333
inspiration,sadness,5.458333333333333
disgust,anger,4.525
tenderness,disgust,2.55
joy,anger,1.6583333333333332
amusement,disgust,2.533333333333333
tenderness,sadness,4.583333333333334
joy,amusement,7.558333333333334
fear,anger,3.658333333333333
tenderness,anger,2.55
joy,sadness,2.6333333333333333
neutral,anger,3.6833333333333336
sadness,disgust,4.783333333333333
tenderness,fear,2.675
neutral,sadness,4.491666666666667
tenderness,neutral,5.683333333333334
joy,inspiration,6.808333333333334
inspiration,neutral,5.4
inspiration,fear,3.408333333333333
inspiration,amusement,5.458333333333333
sadness,anger,7.55
sadness,fear,6.491666666666667
inspiration,anger,3.3
amusement,anger,2.6666666666666665
amusement,fear,2.725
joy,neutral,5.216666666666667
amusement,neutral,5.425
tenderness,inspiration,6.583333333333333
neutral,disgust,4.325
tenderness,joy,6.591666666666667
fear,disgust,3.3
neutral,fear,5.025
