emotion1,emotion2,similarity
tenderness,joy,6.025
tenderness,sadness,3.0083333333333333
amusement,fear,1.0083333333333333
tenderness,inspiration,5.991666666666667
amusement,anger,3.9916666666666667
inspiration,fear,1.9500000000000002
sadness,anger,6.975
joy,fear,1.0
fear,disgust,6.975
amusement,disgust,3.9833333333333334
inspiration,sadness,3.0083333333333333
disgust,anger,7.008333333333333
joy,disgust,2.9916666666666667
inspiration,disgust,2.9916666666666667
tenderness,amusement,6.016666666666667
fear,anger,7.025
neutral,sadness,3.9916666666666667
inspiration,neutral,4.016666666666667
joy,neutral,3.041666666666667
tenderness,neutral,7.975
amusement,sadness,3.9833333333333334
sadness,fear,6.025
joy,inspiration,8.0
joy,anger,4.0
joy,amusement,7.016666666666667
neutral,fear,1.0
tenderness,fear,1.0083333333333333
neutral,anger,1.975
inspiration,anger,5.975
sadness,disgust,5.95
tenderness,disgust,2.025
inspiration,amusement,4.0
amusement,neutral,4.0
neutral,disgust,3.0083333333333333
tenderness,anger,2.025
joy,sadness,2.9583333333333335
