emotion1,emotion2,similarity
amusement,sadness,1.0083333333333333
disgust,anger,1.0
inspiration,neutral,1.0
inspiration,fear,1.0
joy,amusement,7.95
inspiration,sadness,1.0333333333333332
neutral,fear,1.0
tenderness,disgust,1.025
joy,neutral,1.0
amusement,neutral,1.0
inspiration,disgust,1.0416666666666665
joy,fear,1.0
tenderness,amusement,6.016666666666667
inspiration,amusement,5.95
tenderness,neutral,7.958333333333334
fear,anger,5.0
tenderness,anger,1.9666666666666668
amusement,disgust,1.0
inspiration,anger,1.0333333333333332
amusement,anger,1.0
neutral,sadness,1.0
joy,inspiration,6.983333333333333
tenderness,sadness,6.0
neutral,disgust,1.0416666666666665
joy,sadness,5.991666666666667
tenderness,fear,1.0
tenderness,inspiration,1.025
tenderness,joy,5.041666666666667
fear,disgust,5.991666666666667
joy,anger,1.0333333333333332
sadness,disgust,6.025
amusement,fear,1.0
sadness,fear,1.0
sadness,anger,6.016666666666667
neutral,anger,1.0166666666666666
joy,disgust,1.0
