emotion1,emotion2,similarity
amusement,neutral,1.3166666666666669
sadness,anger,6.433333333333334
joy,amusement,8.741666666666667
fear,disgust,8.483333333333334
sadness,fear,2.408333333333333
fear,anger,3.6166666666666667
tenderness,inspiration,7.508333333333333
disgust,anger,3.6833333333333336
tenderness,neutral,6.35
sadness,disgust,3.425
amusement,sadness,1.0
joy,sadness,1.0
tenderness,joy,6.866666666666667
amusement,fear,1.0
inspiration,fear,1.0
neutral,anger,1.0
amusement,anger,1.0
inspiration,anger,1.0
inspiration,sadness,1.0
inspiration,amusement,3.5083333333333333
tenderness,amusement,7.216666666666667
tenderness,disgust,1.0
joy,neutral,5.558333333333334
neutral,sadness,3.8666666666666667
joy,anger,1.0
tenderness,sadness,1.0
tenderness,fear,1.0
tenderness,anger,1.0
joy,inspiration,7.658333333333333
neutral,fear,2.5166666666666666
inspiration,neutral,6.158333333333333
joy,disgust,1.0
inspiration,disgust,1.0
neutral,disgust,3.3666666666666667
amusement,disgust,1.0
joy,fear,1.0
