emotion1,emotion2,similarity
joy,neutral,1.9583333333333335
sadness,anger,6.0
amusement,neutral,2.975
disgust,anger,1.0333333333333332
inspiration,disgust,1.0
inspiration,amusement,1.9583333333333335
amusement,disgust,6.4
inspiration,sadness,6.033333333333333
neutral,sadness,3.0166666666666666
joy,amusement,8.0
tenderness,neutral,4.975
neutral,fear,2.45
tenderness,disgust,1.0166666666666666
sadness,fear,6.583333333333333
joy,inspiration,7.016666666666667
joy,sadness,1.0166666666666666
neutral,disgust,1.0
amusement,sadness,1.0
tenderness,fear,1.0
amusement,anger,1.0
amusement,fear,1.1916666666666669
tenderness,anger,1.0
sadness,disgust,6.633333333333333
tenderness,joy,6.808333333333334
joy,anger,1.0
tenderness,amusement,6.25
tenderness,sadness,6.008333333333333
inspiration,anger,3.041666666666667
neutral,anger,4.941666666666666
joy,fear,1.0333333333333332
fear,disgust,5.95
inspiration,neutral,5.008333333333334
joy,disgust,1.0
tenderness,inspiration,6.508333333333333
inspiration,fear,2.8583333333333334
fear,anger,8.025
