emotion1,emotion2,similarity
joy,inspiration,7.516666666666667
inspiration,neutral,2.2333333333333334
inspiration,fear,1.0166666666666666
inspiration,amusement,2.4916666666666667
sadness,fear,8.783333333333333
inspiration,disgust,1.0166666666666666
joy,anger,1.0166666666666666
joy,disgust,1.0166666666666666
joy,sadness,1.0333333333333332
amusement,anger,1.5416666666666665
joy,amusement,7.55
inspiration,anger,1.0
tenderness,disgust,1.0083333333333333
tenderness,joy,6.541666666666667
tenderness,amusement,6.191666666666666
tenderness,anger,1.0166666666666666
amusement,fear,1.0
amusement,neutral,2.6083333333333334
tenderness,sadness,1.0416666666666665
fear,disgust,8.191666666666666
neutral,anger,2.425
amusement,sadness,1.0
joy,neutral,3.833333333333333
amusement,disgust,1.2083333333333335
sadness,disgust,7.616666666666667
joy,fear,1.2999999999999998
tenderness,inspiration,7.216666666666667
neutral,fear,3.333333333333333
neutral,disgust,3.6
sadness,anger,6.158333333333333
disgust,anger,6.083333333333333
fear,anger,6.5
neutral,sadness,3.475
tenderness,fear,1.6666666666666665
inspiration,sadness,1.4916666666666667
tenderness,neutral,3.2333333333333334
