emotion1,emotion2,similarity
neutral,anger,1.0
tenderness,fear,1.0
inspiration,anger,1.0
tenderness,neutral,8.316666666666666
amusement,anger,4.916666666666666
joy,disgust,1.0499999999999998
tenderness,disgust,1.0
tenderness,inspiration,1.0
inspiration,disgust,1.0
sadness,disgust,3.0583333333333336
neutral,fear,1.0
joy,sadness,2.1416666666666666
inspiration,amusement,1.5416666666666665
inspiration,neutral,2.316666666666667
tenderness,amusement,5.183333333333334
sadness,anger,4.533333333333333
neutral,sadness,5.25
tenderness,sadness,8.366666666666667
fear,disgust,5.916666666666667
fear,anger,6.875
tenderness,anger,3.725
tenderness,joy,8.891666666666666
sadness,fear,8.966666666666667
amusement,fear,5.216666666666667
joy,fear,3.3833333333333333
joy,inspiration,5.166666666666667
inspiration,sadness,3.1333333333333333
joy,amusement,7.425
amusement,sadness,1.1333333333333333
neutral,disgust,1.0
inspiration,fear,3.175
disgust,anger,1.3916666666666666
joy,neutral,5.758333333333333
joy,anger,2.841666666666667
amusement,neutral,4.183333333333334
amusement,disgust,1.0
