emotion1,emotion2,similarity
amusement,anger,1.6166666666666667
amusement,fear,1.0
amusement,sadness,1.0
inspiration,fear,5.266666666666667
tenderness,disgust,1.0
sadness,disgust,7.583333333333334
tenderness,inspiration,9.0
neutral,disgust,1.1916666666666669
inspiration,amusement,6.491666666666667
joy,disgust,1.1166666666666667
inspiration,sadness,7.916666666666666
inspiration,neutral,8.883333333333333
joy,fear,1.0
joy,inspiration,8.983333333333334
tenderness,neutral,8.158333333333333
tenderness,amusement,6.725
neutral,fear,6.383333333333333
inspiration,anger,6.383333333333333
tenderness,anger,1.0333333333333332
joy,sadness,1.0
joy,amusement,8.75
joy,neutral,1.0499999999999998
fear,anger,8.925
inspiration,disgust,2.558333333333333
disgust,anger,8.708333333333334
fear,disgust,8.708333333333334
joy,anger,1.0916666666666668
tenderness,sadness,4.658333333333333
tenderness,fear,1.0499999999999998
tenderness,joy,8.958333333333334
neutral,sadness,1.0666666666666669
sadness,fear,8.575
amusement,disgust,3.658333333333333
amusement,neutral,1.1
neutral,anger,1.2000000000000002
sadness,anger,8.958333333333334
