emotion1,emotion2,similarity
neutral,disgust,1.8333333333333335
sadness,fear,7.575
fear,disgust,6.458333333333333
sadness,disgust,5.55
joy,neutral,4.4
joy,amusement,7.408333333333333
neutral,fear,4.483333333333333
joy,anger,2.75
tenderness,amusement,6.225
joy,sadness,3.6333333333333333
sadness,anger,6.658333333333333
tenderness,inspiration,6.258333333333333
tenderness,joy,6.675
amusement,fear,2.566666666666667
neutral,anger,4.583333333333334
neutral,sadness,4.683333333333334
inspiration,fear,6.433333333333334
inspiration,sadness,5.7
inspiration,neutral,4.975
tenderness,disgust,2.408333333333333
tenderness,anger,2.3
fear,anger,6.525
inspiration,amusement,4.7
tenderness,neutral,4.975
amusement,neutral,5.483333333333333
amusement,anger,2.2916666666666665
tenderness,sadness,6.216666666666667
tenderness,fear,3.833333333333333
joy,disgust,1.5916666666666668
amusement,disgust,2.183333333333333
amusement,sadness,6.358333333333333
joy,fear,1.5750000000000002
inspiration,disgust,2.283333333333333
joy,inspiration,5.608333333333333
inspiration,anger,1.475
disgust,anger,7.483333333333333
