emotion1,emotion2,similarity
sadness,fear,5.008333333333334
neutral,sadness,1.8666666666666667
amusement,neutral,2.6333333333333333
joy,neutral,4.208333333333334
tenderness,neutral,4.366666666666667
sadness,anger,5.858333333333333
disgust,anger,6.441666666666666
fear,disgust,6.816666666666666
amusement,disgust,1.6416666666666666
amusement,sadness,1.1
neutral,anger,2.3833333333333333
inspiration,amusement,2.6416666666666666
joy,fear,3.783333333333333
inspiration,disgust,3.541666666666667
tenderness,inspiration,5.8
fear,anger,5.366666666666666
joy,inspiration,4.616666666666667
neutral,disgust,2.7583333333333333
amusement,anger,1.9833333333333334
joy,disgust,1.5166666666666666
tenderness,joy,6.775
sadness,disgust,5.258333333333334
tenderness,disgust,3.475
inspiration,sadness,2.816666666666667
tenderness,amusement,5.275
tenderness,sadness,3.841666666666667
tenderness,fear,2.5833333333333335
amusement,fear,1.7583333333333333
inspiration,anger,3.6833333333333336
tenderness,anger,2.2416666666666667
neutral,fear,2.875
joy,amusement,7.216666666666667
joy,anger,1.9083333333333332
joy,sadness,2.066666666666667
inspiration,fear,3.325
inspiration,neutral,4.775
