emotion1,emotion2,similarity
joy,anger,1.0
amusement,disgust,3.041666666666667
joy,sadness,1.0083333333333333
tenderness,amusement,5.008333333333334
fear,anger,5.583333333333333
sadness,anger,4.991666666666667
amusement,anger,3.425
tenderness,anger,1.8166666666666669
tenderness,fear,1.5416666666666665
inspiration,fear,1.7166666666666668
neutral,sadness,2.4
fear,disgust,6.025
amusement,fear,2.1416666666666666
tenderness,disgust,2.966666666666667
joy,amusement,6.941666666666666
joy,neutral,2.5416666666666665
inspiration,anger,1.0
inspiration,sadness,3.6333333333333333
inspiration,amusement,7.1
sadness,fear,6.45
disgust,anger,5.633333333333333
tenderness,neutral,5.658333333333333
tenderness,joy,6.783333333333333
sadness,disgust,5.316666666666666
joy,disgust,1.25
tenderness,inspiration,7.566666666666666
inspiration,disgust,1.0166666666666666
neutral,disgust,4.033333333333333
joy,fear,1.9416666666666669
inspiration,neutral,5.75
joy,inspiration,7.45
amusement,neutral,5.3
neutral,anger,2.808333333333333
neutral,fear,2.3666666666666667
tenderness,sadness,4.158333333333333
amusement,sadness,3.2583333333333333
