emotion1,emotion2,similarity
neutral,anger,1.0
sadness,anger,2.9916666666666667
neutral,fear,1.0083333333333333
tenderness,disgust,1.0
amusement,anger,1.0
joy,anger,1.0166666666666666
neutral,disgust,1.0333333333333332
neutral,sadness,1.025
tenderness,anger,1.0
inspiration,fear,2.966666666666667
joy,inspiration,5.975
tenderness,neutral,1.975
tenderness,joy,6.966666666666667
tenderness,sadness,2.9916666666666667
amusement,sadness,1.0083333333333333
tenderness,inspiration,4.966666666666667
joy,disgust,1.0
joy,neutral,1.025
inspiration,anger,4.991666666666667
inspiration,neutral,2.9916666666666667
amusement,disgust,1.0083333333333333
fear,anger,3.0
inspiration,sadness,4.991666666666667
inspiration,amusement,6.008333333333333
amusement,neutral,1.025
sadness,fear,6.983333333333333
joy,sadness,5.025
tenderness,amusement,5.991666666666667
fear,disgust,7.033333333333333
sadness,disgust,6.0
amusement,fear,1.0
disgust,anger,5.025
inspiration,disgust,1.025
joy,amusement,7.966666666666667
joy,fear,3.975
tenderness,fear,1.0083333333333333
