emotion1,emotion2,similarity
amusement,disgust,1.0
tenderness,sadness,4.616666666666667
tenderness,joy,9.0
tenderness,inspiration,9.0
inspiration,sadness,6.191666666666666
amusement,anger,2.125
joy,disgust,2.908333333333333
sadness,fear,1.0
joy,sadness,1.0
inspiration,anger,3.625
sadness,disgust,1.0
sadness,anger,1.5583333333333331
inspiration,fear,3.875
disgust,anger,1.0
neutral,sadness,1.0
neutral,fear,1.0
tenderness,fear,1.0
amusement,fear,2.6083333333333334
joy,inspiration,8.691666666666666
tenderness,amusement,6.891666666666667
joy,anger,1.0
joy,neutral,1.0
neutral,disgust,2.325
fear,disgust,1.0
inspiration,amusement,3.6166666666666667
joy,amusement,9.0
tenderness,anger,1.6666666666666665
inspiration,disgust,3.575
tenderness,disgust,2.033333333333333
inspiration,neutral,7.125
amusement,neutral,1.6
tenderness,neutral,7.3
neutral,anger,1.2583333333333333
amusement,sadness,1.375
fear,anger,2.25
joy,fear,1.0
