emotion1,emotion2,similarity
fear,anger,4.791666666666666
amusement,fear,1.6333333333333333
tenderness,neutral,4.4
joy,anger,1.0
inspiration,fear,5.375
fear,disgust,4.741666666666667
inspiration,neutral,4.533333333333333
neutral,sadness,1.0166666666666666
tenderness,fear,4.5
joy,inspiration,7.416666666666666
neutral,fear,4.3
joy,sadness,1.0416666666666665
amusement,disgust,6.625
amusement,neutral,3.65
sadness,anger,6.483333333333333
tenderness,disgust,1.025
joy,fear,1.0166666666666666
joy,neutral,5.666666666666667
neutral,anger,1.0833333333333335
inspiration,anger,2.6166666666666667
sadness,disgust,1.1749999999999998
inspiration,amusement,1.65
amusement,anger,2.7416666666666667
inspiration,disgust,1.7333333333333334
tenderness,sadness,7.316666666666666
joy,amusement,6.358333333333333
tenderness,amusement,6.358333333333333
tenderness,joy,6.325
neutral,disgust,1.0
joy,disgust,4.583333333333334
tenderness,anger,1.0
amusement,sadness,4.625
sadness,fear,7.6
disgust,anger,6.516666666666667
inspiration,sadness,6.416666666666667
tenderness,inspiration,6.416666666666667
