emotion1,emotion2,similarity
inspiration,fear,6.733333333333333
tenderness,anger,1.9
joy,disgust,1.0416666666666665
inspiration,sadness,6.816666666666666
fear,anger,7.558333333333334
inspiration,amusement,7.483333333333333
sadness,disgust,3.3916666666666666
neutral,fear,2.7333333333333334
fear,disgust,7.466666666666667
neutral,anger,3.725
inspiration,disgust,6.333333333333333
inspiration,anger,7.291666666666666
joy,amusement,8.191666666666666
amusement,disgust,6.008333333333333
inspiration,neutral,3.1333333333333333
joy,inspiration,7.125
tenderness,disgust,2.1083333333333334
disgust,anger,7.75
joy,sadness,3.45
joy,neutral,2.3
tenderness,amusement,6.083333333333333
amusement,fear,2.2583333333333333
neutral,disgust,2.225
tenderness,neutral,6.675
tenderness,fear,2.275
sadness,fear,7.466666666666667
neutral,sadness,4.2
sadness,anger,2.525
tenderness,sadness,2.375
amusement,sadness,2.4166666666666665
tenderness,joy,6.725
amusement,neutral,3.658333333333333
amusement,anger,2.275
joy,anger,2.0083333333333333
joy,fear,2.25
tenderness,inspiration,5.783333333333333
