emotion1,emotion2,similarity
inspiration,neutral,5.0
tenderness,fear,1.0
neutral,disgust,1.0
inspiration,disgust,1.0
inspiration,anger,7.025
sadness,fear,5.958333333333333
joy,amusement,7.975
tenderness,joy,6.033333333333333
tenderness,disgust,1.0
joy,sadness,1.0
joy,fear,1.0
joy,disgust,1.0
amusement,disgust,1.0
tenderness,inspiration,5.033333333333333
disgust,anger,1.0
sadness,disgust,1.0
inspiration,amusement,5.966666666666667
sadness,anger,3.0
neutral,anger,1.0
inspiration,fear,2.0
joy,inspiration,6.983333333333333
amusement,neutral,7.0
amusement,fear,1.0
tenderness,sadness,1.0
fear,anger,1.0
amusement,sadness,1.0
tenderness,neutral,8.008333333333333
tenderness,anger,1.0083333333333333
neutral,sadness,1.0
neutral,fear,1.0
joy,neutral,1.0
joy,anger,1.0
amusement,anger,1.0
tenderness,amusement,5.941666666666666
inspiration,sadness,1.0
fear,disgust,8.05
