emotion1,emotion2,similarity
sadness,fear,6.433333333333334
fear,anger,4.4
sadness,anger,5.975
inspiration,fear,2.4583333333333335
neutral,fear,1.9083333333333332
inspiration,neutral,4.316666666666666
joy,fear,1.0
amusement,disgust,1.0
neutral,anger,2.0166666666666666
tenderness,disgust,1.0
neutral,sadness,4.966666666666667
tenderness,sadness,5.008333333333334
joy,anger,1.0333333333333332
tenderness,joy,8.983333333333334
joy,amusement,8.983333333333334
amusement,neutral,6.991666666666667
joy,disgust,1.0583333333333331
inspiration,sadness,2.0
tenderness,fear,1.0083333333333333
inspiration,disgust,1.025
joy,neutral,4.991666666666667
fear,disgust,8.65
disgust,anger,7.983333333333333
tenderness,anger,1.0499999999999998
tenderness,amusement,6.958333333333333
amusement,anger,1.9500000000000002
sadness,disgust,2.966666666666667
inspiration,anger,3.0583333333333336
amusement,fear,1.9666666666666668
tenderness,neutral,5.016666666666667
amusement,sadness,1.0333333333333332
joy,sadness,1.0
neutral,disgust,4.95
tenderness,inspiration,8.866666666666667
inspiration,amusement,7.0
joy,inspiration,8.4
