emotion1,emotion2,similarity
disgust,anger,4.741666666666667
sadness,disgust,6.183333333333334
tenderness,joy,6.541666666666667
inspiration,anger,6.725
tenderness,neutral,5.858333333333333
amusement,neutral,3.175
joy,amusement,7.25
inspiration,sadness,1.4833333333333334
tenderness,sadness,2.066666666666667
amusement,disgust,1.9500000000000002
neutral,disgust,1.2916666666666665
fear,disgust,2.716666666666667
tenderness,inspiration,6.541666666666667
joy,disgust,2.025
inspiration,neutral,5.275
tenderness,amusement,6.25
joy,fear,2.6
inspiration,fear,1.8666666666666667
amusement,sadness,2.533333333333333
inspiration,amusement,6.091666666666667
fear,anger,6.683333333333334
inspiration,disgust,1.4500000000000002
tenderness,disgust,1.475
tenderness,anger,2.65
joy,inspiration,7.3
neutral,sadness,4.458333333333334
sadness,fear,6.558333333333334
joy,anger,5.875
amusement,fear,2.4166666666666665
sadness,anger,5.108333333333333
neutral,fear,5.008333333333334
neutral,anger,2.3583333333333334
amusement,anger,5.516666666666667
joy,neutral,6.7
joy,sadness,1.0333333333333332
tenderness,fear,5.466666666666667
