emotion1,emotion2,similarity
tenderness,anger,1.025
joy,amusement,9.0
amusement,disgust,6.966666666666667
tenderness,amusement,1.9916666666666667
joy,disgust,1.9583333333333335
tenderness,fear,2.0416666666666665
tenderness,neutral,8.983333333333334
inspiration,disgust,1.0333333333333332
tenderness,sadness,5.958333333333333
fear,anger,6.016666666666667
inspiration,anger,1.0
tenderness,inspiration,7.966666666666667
tenderness,joy,3.0
amusement,neutral,1.0
tenderness,disgust,1.0
neutral,disgust,1.0499999999999998
sadness,fear,8.008333333333333
joy,sadness,1.0
inspiration,fear,1.0
fear,disgust,7.0
inspiration,neutral,6.975
amusement,anger,6.975
amusement,sadness,2.966666666666667
amusement,fear,1.9666666666666668
sadness,disgust,1.0
neutral,anger,3.033333333333333
joy,fear,1.0
neutral,fear,1.0
joy,inspiration,6.033333333333333
inspiration,sadness,3.0166666666666666
neutral,sadness,1.0
joy,anger,1.0
disgust,anger,1.9583333333333335
joy,neutral,1.9916666666666667
sadness,anger,1.9583333333333335
inspiration,amusement,1.0
