emotion1,emotion2,similarity
amusement,disgust,3.3583333333333334
amusement,fear,5.55
amusement,sadness,1.0
joy,disgust,1.0083333333333333
fear,disgust,7.533333333333333
inspiration,anger,7.433333333333334
disgust,anger,1.6333333333333333
neutral,sadness,1.0
neutral,disgust,1.0
joy,anger,1.0
fear,anger,8.716666666666667
sadness,disgust,3.55
joy,neutral,1.0
neutral,fear,1.0
amusement,neutral,1.0
inspiration,fear,6.6
tenderness,neutral,3.6333333333333333
tenderness,fear,1.0
joy,inspiration,6.425
joy,sadness,1.0
sadness,anger,6.216666666666667
inspiration,neutral,1.0
tenderness,anger,1.0
tenderness,inspiration,3.291666666666667
joy,amusement,8.391666666666666
inspiration,sadness,1.3333333333333335
joy,fear,1.0
tenderness,joy,6.683333333333334
neutral,anger,1.0
tenderness,amusement,2.558333333333333
tenderness,sadness,6.625
sadness,fear,6.45
amusement,anger,1.0
tenderness,disgust,1.0
inspiration,disgust,1.0
inspiration,amusement,1.0
