emotion1,emotion2,similarity
joy,amusement,6.975
tenderness,sadness,1.9666666666666668
tenderness,anger,1.0083333333333333
sadness,disgust,2.0
inspiration,fear,1.0
disgust,anger,3.5166666666666666
tenderness,disgust,1.0
amusement,sadness,1.0
sadness,anger,1.0
inspiration,amusement,4.966666666666667
inspiration,anger,1.0
neutral,disgust,2.966666666666667
tenderness,neutral,6.008333333333333
neutral,sadness,2.0
fear,anger,2.05
joy,disgust,1.0
amusement,anger,1.0
tenderness,fear,1.0
joy,fear,1.0
tenderness,inspiration,4.991666666666667
amusement,disgust,1.0
fear,disgust,1.4916666666666667
sadness,fear,1.9916666666666667
tenderness,amusement,2.975
inspiration,disgust,1.0
joy,anger,1.0
inspiration,neutral,3.9916666666666667
joy,neutral,3.0083333333333333
tenderness,joy,5.983333333333333
amusement,neutral,1.975
neutral,fear,1.0
joy,sadness,1.0
joy,inspiration,4.991666666666667
inspiration,sadness,1.0
amusement,fear,1.0
neutral,anger,1.0
